contig,Avg_fold,Length,Ref_GC,Covered_bases,Covered_percent,Read_GC,Plus_reads,Minus_reads,RNA_Covered_bases,RNA_Avg_fold,RNA_Covered_percent,RNA_Read_GC,Origin,Reconstruction_Error,Category
ptg000061l,0.3338441126162613,0.13691622110735058,0.5688240656335461,0.13694112603365405,1.0,0.5935483870967742,0.11087420042643924,0.10224800580130529,0.17187583766686323,0.014246637182287589,0.7042613026852159,0.524468085106383,Oscheius dolichura,0.0016240806251956966,Normal
ptg000062l,0.6776726943581074,0.2684609962115434,0.7096627164995442,0.2684821053152284,1.0,0.7364055299539167,0.2885572139303483,0.3321247280638144,0.37721814185385727,0.017973213773397022,0.8358865251210512,0.5863829787234041,Oscheius dolichura,0.015910140458174276,Normal
ptg000063l,0.2868580301119656,0.1342943948157095,0.6198723792160439,0.13431937539676653,1.0,0.6391705069124423,0.09523809523809525,0.08049311094996374,0.1931257706535142,0.016826932446307508,0.8069435738655246,0.49957446808510636,Oscheius dolichura,0.0057587020441633,Normal
ptg000064l,0.5085087032796493,0.06019482312978452,0.7661804922515956,0.060221941909261056,1.0,0.7682027649769583,0.06041222459132906,0.0630891950688905,0.09940760199431727,0.019309235809172088,0.8141845702097942,0.6174468085106382,Oscheius dolichura,0.01361893075625068,Normal
ptg000065l,0.6808027508478949,0.10633649244163756,0.6066545123062899,0.10636227976882426,1.0,0.5963133640552993,0.1499644633972992,0.1566352429296592,0.10281188012652119,0.02022122085361929,0.5228577798905384,0.535744680851064,Oscheius dolichura,0.007773089135038502,Normal
ptg000066l,0.5004613848121594,0.2394807464784668,0.5875113947128534,0.23946559158401556,0.9597765363128588,0.6032258064516127,0.18550106609808104,0.19869470630891953,0.3065257599313783,0.019469203223335427,0.7544939400695807,0.5195744680851062,Oscheius dolichura,0.004137947521153024,Normal
ptg000068l,0.390758679495918,0.40135790814538763,0.5291704649042843,0.40137518240953723,1.0,0.5308755760368664,0.3290689410092395,0.3495286439448876,0.2588457620758055,0.008430009472461891,0.38242767417304346,0.4848936170212766,Oscheius dolichura,0.005904047206075145,Normal
ptg000069l,0.31384228821810717,0.19629481529728457,0.584320875113947,0.19631800680995606,1.0,0.6078341013824882,0.11371712864250177,0.12110224800580131,0.18991583123358174,0.033345380163660364,0.5583696873067489,0.6255319148936169,Oscheius dolichura,0.0019249833241722577,Normal
ptg000070l,0.3335759339176366,0.11857168180262923,0.5460346399270739,0.11854764908115062,0.8988826815642597,0.5460829493087558,0.08031272210376689,0.07614213197969544,0.18841473221465715,0.026349889388890053,0.8796753593679666,0.5053191489361704,Oscheius dolichura,0.008574264816036145,Normal
ptg000071l,0.27992649163145433,0.08871748997233889,0.4662716499544213,0.0887437857089857,1.0,0.5170506912442394,0.05685856432125088,0.06598984771573604,0.10490269661716613,0.05479847155253551,0.624929009839762,0.5408510638297872,Oscheius dolichura,0.0019480247440460544,Normal
ptg000073l,0.1513259968515429,0.05903231524575498,0.5209662716499546,0.05905122307140562,0.9701117318435308,0.5400921658986173,0.07604832977967307,0.08629441624365482,0.025907360746260655,0.0003172630119667429,0.209929998443475,0.5180851063829786,Oscheius dolichura,0.01573934818571301,Normal
ptg000074l,0.2774208804326251,0.10091145564949974,0.4890610756608935,0.10093327727074111,0.9902234636871299,0.5179723502304148,0.12082444918265814,0.12327773749093547,0.08814265801747707,0.0029483076060505295,0.4677936047856833,0.474468085106383,Oscheius dolichura,0.0033541645019684978,Normal
ptg000075l,0.3037689481953139,0.23551090572555744,0.6526891522333638,0.23553296562868428,1.0,0.6640552995391702,0.1357498223169865,0.1370558375634518,0.34708223878196537,0.03529990491559673,0.870078541409875,0.6259574468085105,Oscheius dolichura,0.012567508182988364,Normal
ptg000076l,0.44138572827351247,0.34626657707386044,0.6581586144029172,0.3462854410394664,1.0,0.6760368663594469,0.2579957356076759,0.2697606961566352,0.3857087331796494,0.01230907694615929,0.6684033839694753,0.542127659574468,Oscheius dolichura,0.004077936077622888,Normal
ptg000077l,0.5472282263365575,0.23597673335284586,0.5141294439380129,0.23599877981416903,1.0,0.5649769585253455,0.27078891257995735,0.2820884699057288,0.1764126413981665,0.024269174446658767,0.4337993092394482,0.5687234042553191,Oscheius dolichura,0.0036720773278887536,Normal
ptg000078l,0.44732480981823747,0.28985196575136346,0.6317228805834094,0.2898724576026646,1.0,0.6483870967741934,0.22388059701492538,0.22987672226250908,0.31720768777140407,0.02224994164225538,0.6504097446878325,0.5689361702127658,Oscheius dolichura,0.002270101947891325,Normal
ptg000079l,0.2968002170485701,0.2255306518701124,0.49179580674567,0.22555299976090956,1.0,0.5216589861751151,0.1691542288557214,0.18274111675126906,0.1993446094462017,0.013933552678576929,0.5141212575039228,0.4946808510638298,Oscheius dolichura,0.002680692750199018,Normal
ptg000080l,0.5066706025642581,0.09544107280514799,0.5560619872379218,0.09546717452779634,1.0,0.572811059907834,0.09310589907604833,0.08411892675852067,0.11975955610357583,0.03391769537257688,0.6714712105978317,0.6180851063829786,Oscheius dolichura,0.002916390836123404,Normal
ptg000081l,0.49119845341148755,0.10885525952370154,0.5396536007292618,0.1088809741699851,1.0,0.5188940092165897,0.10803127221037669,0.10224800580130529,0.12086527636305151,0.05357471134620177,0.6041336255673954,0.596595744680851,Oscheius dolichura,0.0020570148131339567,Normal
ptg000082l,0.20328023656101735,0.12252503308200627,0.6777575205104833,0.12255035327677608,1.0,0.6396313364055299,0.06112295664534471,0.06163886874546773,0.09093041333833699,0.07453746370993095,0.40578922127475187,0.8802127659574468,Oscheius dolichura,0.016419013773779547,Normal
ptg000083l,0.23596084512699728,0.17921584308616983,0.5920692798541478,0.17920242718046386,0.9824022346368793,0.5778801843317971,0.11158493248045487,0.116751269035533,0.1702809199592559,0.0031923195845471293,0.5439592106314863,0.5234042553191489,Oscheius dolichura,0.002541563573200505,Normal
ptg000084l,0.22228568900588702,0.0813219610930872,0.5382862351868734,0.08134847023323688,1.0,0.5414746543778801,0.0923951670220327,0.08846990572878898,0.10499651530584891,0.037205661428577015,0.6734547282601836,0.5304255319148936,Oscheius dolichura,0.0022683649206167718,Normal
ptg000085l,0.4555600491256396,0.34571005734214416,0.4872379216043756,0.3457289373665422,1.0,0.5170506912442394,0.34541577825159914,0.3995649021029732,0.27019782340642257,0.005993096626166548,0.4640190316731802,0.537659574468085,Oscheius dolichura,0.0033581011759327892,Normal
ptg000086l,0.39373017777702957,0.5235284175464487,0.48951686417502294,0.52354216648941,1.0,0.4903225806451612,0.425728500355366,0.41406816533720087,0.4116563019353455,0.015331910770760838,0.47442566331102315,0.6661702127659572,Oscheius dolichura,0.010283765721806762,Normal
ptg000087l,0.3595501175092502,0.21523709801755303,0.4931631722880585,0.2152597429365256,1.0,0.5032258064516129,0.1791044776119403,0.18564176939811458,0.11573205382512196,0.0038694770192349865,0.3057730250011569,0.5323404255319149,Oscheius dolichura,0.0077545613497920505,Normal
ptg000088l,0.276363825708119,0.07695637297540181,0.6800364630811304,0.07695827459127898,0.9273743016759681,0.7552995391705069,0.04690831556503198,0.048585931834662796,0.10097571436230096,0.009451561758828324,0.6778897727894189,0.5091489361702128,Oscheius dolichura,0.004715048308585643,Normal
ptg000089l,0.288611957951146,0.1542178012111518,0.6144029170464906,0.15424220688745435,1.0,0.6211981566820275,0.10518834399431415,0.11457577955039884,0.16170321127968693,0.010573326134660539,0.5934272576974368,0.5553191489361702,Oscheius dolichura,0.001384384266402517,Normal
ptg000090l,0.32431300251696477,0.0704595204036623,0.7219690063810391,0.0704863429876415,1.0,0.7479262672811058,0.04548685145700071,0.05221174764321972,0.11086688468342894,0.011936863324710438,0.8013264117050678,0.5642553191489361,Oscheius dolichura,0.007833163316697282,Normal
ptg000091l,0.5049323347950703,0.1624171919251048,0.4585232452142207,0.1624413610018715,1.0,0.4543778801843317,0.1712864250177683,0.18346627991298045,0.13547418645794243,0.004905887488909827,0.47158185007719516,0.5157446808510637,PREDICTED: Misgurnus,0.004352839906996501,Normal
ptg000092l,0.4219359213426004,0.22267385058063555,0.5205104831358252,0.22269628090656512,1.0,0.5290322580645159,0.22743425728500355,0.21754894851341552,0.21737790167801427,0.023681868222654587,0.5689109373225245,0.5002127659574469,Oscheius dolichura,0.0009732510833527188,Normal
ptg000093l,0.4776133426928351,0.1592965590591106,0.582953509571559,0.1593208181840667,1.0,0.6036866359447004,0.14285714285714285,0.13778100072516317,0.14659170106685251,0.026877041792858915,0.520768039914349,0.5899999999999999,Oscheius dolichura,0.001223904892986487,Normal
ptg000094l,0.49054856050679124,0.22463609793098327,0.5373746581586145,0.2246584716348017,1.0,0.5470046082949307,0.23098791755508175,0.22117476432197247,0.20722537929555568,0.00959906196170989,0.5370936733569195,0.5465957446808511,Oscheius dolichura,0.0009718729282972377,Normal
ptg000096l,0.4706563565985858,0.10328181746977272,0.5031905195989061,0.10329944844302641,0.9810055865921754,0.5152073732718894,0.12437810945273631,0.12472806381435823,0.10231598134348362,0.007132034253459954,0.5338533669318367,0.5070212765957447,Oscheius dolichura,0.0019724026449227786,Normal
ptg000097l,0.4001234013515423,0.22907588867956416,0.7310847766636279,0.22909813426990844,1.0,0.7387096774193549,0.1791044776119403,0.18274111675126906,0.2593818688682786,0.01891282782792985,0.6636423105561842,0.5319148936170213,Oscheius dolichura,0.005901705663629463,Normal
ptg000098l,0.12015638928898191,0.12274764097469276,0.6499544211485873,0.1227729547459458,1.0,0.631336405529954,0.04122245913290689,0.03915881073241479,0.19777649707821798,0.06646356864727186,0.8960388542293307,0.7657446808510637,Oscheius dolichura,0.01760501979352439,Normal
ptg000099l,0.5558980325862566,0.1707113971118687,0.5109389243391067,0.17073532685315726,1.0,0.5585253456221195,0.1734186211798152,0.1798404641044235,0.21590360799871336,0.1074085850841229,0.7256792969555212,0.6051063829787233,Oscheius dolichura,0.00523601099780475,Normal
ptg000100l,0.45773288383712435,0.06479950861368872,0.5929808568824066,0.06482649452153051,1.0,0.629032258064516,0.06041222459132906,0.06526468455402466,0.051412641398166516,0.02051060437271667,0.39314350739770054,0.5480851063829788,Oscheius dolichura,0.004343135569869721,Normal
ptg000101l,0.5431820557521981,0.04895724691749904,0.5674567000911579,0.04898468996562044,1.0,0.58110599078341,0.06325515280739162,0.06961566352429296,0.08661475365892886,0.02193475080604506,0.8303903091595185,0.45255319148936163,Oscheius dolichura,0.008985040932584466,Normal
ptg000102l,0.423783809601737,0.0677181454289118,0.6517775752051049,0.06774092486788191,1.0,0.6898617511520735,0.05970149253731343,0.06163886874546773,0.10089529834343,0.03823339988066317,0.7523337357861922,0.5210638297872339,Oscheius dolichura,0.004554907085312988,Normal
ptg000103l,0.43676992264316933,0.06736774411634971,0.5396536007292618,0.06739465591584017,1.0,0.5700460829493086,0.06325515280739162,0.06889050036258158,0.02423202701978234,0.0020999869358047504,0.17490923776550318,0.5065957446808511,Oscheius dolichura,0.014751832446279811,Normal
ptg000104l,0.4178388555307648,0.45799512736057113,0.561531449407475,0.4580107673155087,1.0,0.5792626728110597,0.36886993603411516,0.3560551124002901,0.46115236155042083,0.01748995278448864,0.6096098591134538,0.5272340425531914,Oscheius dolichura,0.004466493646194015,Normal
ptg000105l,0.37155160364989254,0.2618981857456746,0.4913400182315406,0.26191948422415146,1.0,0.5115207373271888,0.20184790334044064,0.22117476432197247,0.2796266016190425,0.08445658194616568,0.6303978814432771,0.6325531914893616,Oscheius dolichura,0.0028558583766171743,Normal
ptg000106l,0.44046765667019144,0.07424385457933291,0.5191431175934367,0.07426644571409728,0.987430167597779,0.5580645161290321,0.0867093105899076,0.09282088469905729,0.0856229560928537,0.009017106960812952,0.5907601310846454,0.5074468085106383,Oscheius dolichura,0.0010229784767681797,Normal
ptg000107l,0.37376358853635894,0.2401032241043124,0.6595259799453055,0.24008805124780494,0.9597765363128588,0.6336405529953917,0.21179815209665956,0.2291515591007977,0.3364807269608106,0.033257141910296245,0.8276968898947872,0.6206382978723404,Oscheius dolichura,0.008658884183916835,Normal
ptg000108l,0.3130964773847057,0.11587977524847573,0.5916134913400184,0.11590528719711773,1.0,0.5972350230414745,0.10092395167022034,0.1065989847715736,0.14793196804803518,0.007962156969947414,0.7021947002427337,0.5725531914893616,Oscheius dolichura,0.0017943983181497051,Normal
ptg000109l,0.37860059265534884,0.15213188280931159,0.4102096627164997,0.15215634867634573,1.0,0.4244239631336404,0.15422885572139303,0.1566352429296592,0.057866026912560986,0.003184216846012403,0.20620906234092945,0.5195744680851062,Oscheius dolichura,0.01623762974828372,Normal
ptg000110l,0.5622286158807986,0.2278391781646391,0.5970829535095716,0.22786145944118788,1.0,0.6617511520737325,0.22316986496090974,0.23277737490935463,0.33172277917761217,0.02478380271144046,0.8574044314687284,0.5002127659574469,Oscheius dolichura,0.009801902880394576,Normal
